v_rid,name,branch,addr,road_addr,phone,lat,lng,score,user_score,review_cnt,category,area,open_status,image,profile_url
ZtIABNWyQlHU,쿠로커피로스터리,,경기도 용인시 기흥구 보정동 1203-6,경기도 용인시 기흥구 죽전로43번길 15-1 1층,0507-1498-2395,37.3213958,127.1130242,60,5,2,"커피, 로스터리카페",보정동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250710123133_photo1_601cf850a9ec.webp,https://www.diningcode.com/profile.php?rid=ZtIABNWyQlHU
Kyvf3p6702uL,쿠지 커피 로스터스,방배점,서울특별시 서초구 방배동 926-30,서울특별시 서초구 방배로15길 22 1층 101호,0507-1369-8138,37.4839604,126.9944923,60,4.5,1,"커피, 로스터리카페",방배,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260511113451_photo1_c99a49a75801.webp,https://www.diningcode.com/profile.php?rid=Kyvf3p6702uL
DIQntPa1TGBb,클래시커피로스터스,,경기도 시흥시 배곧동 204,경기도 시흥시 서울대학로278번길 61,031-407-8198,37.3678367,126.7305108,60,4.5,1,"카페, 로스터리카페",시흥,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260214104309805_photo_61434f672b32.webp,https://www.diningcode.com/profile.php?rid=DIQntPa1TGBb
JQOIoaj98CYn,키치커피,,서울특별시 관악구 신림동 570-18,서울특별시 관악구 조원로12길 52 101호,070-8899-3777,37.4818683,126.9066805,60,4,1,"카페, 로스터리카페",신림,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250706012552488_photo_7099aa941d64.webp,https://www.diningcode.com/profile.php?rid=JQOIoaj98CYn
bcQY8qp2YZTv,타이거스킨,,경기도 파주시 금촌동 990-3,경기도 파주시 금빛로 12 삼성프라자 1층 타이거스킨카페,031-945-1955,37.7511049,126.7672521,60,4,1,"커피, 로스터리카페",파주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260615074155_photo1_ba14d366f45c.webp,https://www.diningcode.com/profile.php?rid=bcQY8qp2YZTv
UrZVNALpAmRD,토스타토,,경기도 의정부시 의정부동 428,경기도 의정부시 흥선로128번길 29,0507-1324-7613,37.7406213,127.0412153,60,5,1,"카페, 로스터리카페",의정부,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251019031415_photo3_ac21ffdcdf6f.webp,https://www.diningcode.com/profile.php?rid=UrZVNALpAmRD
fI4v2pQdR1yu,페르마타,,서울특별시 서대문구 미근동 105-1,서울특별시 서대문구 충정로6길 37,0507-1369-1121,37.5625459,126.9667622,60,4,2,"베이커리, 로스터리카페",충정로,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20190627022500584_photo_643704ca64c5.webp,https://www.diningcode.com/profile.php?rid=fI4v2pQdR1yu
lBsy8RNGxzOD,포에마커피,,부산광역시 수영구 광안동 169-3,부산광역시 수영구 수영로540번길 24-3 1층,051-755-2509,35.1535968,129.1135267,60,2.9,3,"커피, 로스터리카페",광안리,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260504064740_photo1_f976d29eecde.webp,https://www.diningcode.com/profile.php?rid=lBsy8RNGxzOD
ZlIi1ypaJtC8,포이,,인천광역시 남동구 구월동 1178-3,인천광역시 남동구 남동대로 682 1층,010-6299-8038,37.4430869,126.7071111,60,5,2,"커피, 로스터리카페",구월동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250120064105_photo1_f816e47535b4.jpg,https://www.diningcode.com/profile.php?rid=ZlIi1ypaJtC8
fU60brnobraZ,폴스웨이커피,,강원도 원주시 무실동 1880-1,강원도 원주시 솔우물2길 19-1 1층 폴스 웨이 커피,033-746-8858,37.3269744,127.9303101,60,3.2,3,"커피, 로스터리카페",원주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241220114344878_photo_3el7hGvSZLeT.webp,https://www.diningcode.com/profile.php?rid=fU60brnobraZ
oBuE2CyFWpwC,프롬워터,,경기도 수원시 팔달구 우만동 553-16,경기도 수원시 팔달구 중부대로143번길 71 2층,0507-1447-1504,37.2814837,127.0327536,60,4,1,"커피, 로스터리카페",수원,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250907004102_photo4_098e54fd6b1c.webp,https://www.diningcode.com/profile.php?rid=oBuE2CyFWpwC
sgP2bKPkJw5h,한낱,,전라북도 군산시 옥산면 당북리 431-14,전라북도 군산시 옥산면 월명로 83 예가빌딩 한낱,010-8629-1367,35.9514949,126.7152394,60,5,1,"카페, 로스터리카페",군산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250722070906442_photo_91237e0031ac.webp,https://www.diningcode.com/profile.php?rid=sgP2bKPkJw5h
x1bu5BWWc2Uo,할슈타트,,경기도 시흥시 산현동 492,경기도 시흥시 목감전원로 34 105호 카페 할슈타트,0507-1422-3635,37.3770772,126.8429848,60,4.3,3,"카페, 로스터리카페",물왕저수지,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251024064248136_photo_ac171d7b13c0.webp,https://www.diningcode.com/profile.php?rid=x1bu5BWWc2Uo
SG6uLwNoZsMU,HOWFF,,세종 보람동 721,"세종 한누리대로 2144 스마트허브2, 104호",0507-1387-0769,36.4787706,127.2880089,59,4,1,"핸드드립, 로스터리카페",세종,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241231073619_photo1_7ef2bec4d006.webp,https://www.diningcode.com/profile.php?rid=SG6uLwNoZsMU
I3lNGZAUKdsz,MORROW,,서울특별시 서초구 서초동 1718-5,서울특별시 서초구 서초대로 253 지천빌딩,,37.4926466,127.0094875,59,5,1,"카페, 로스터리카페",서초역,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241006024357_photo1_a67ffe12dee5.webp,https://www.diningcode.com/profile.php?rid=I3lNGZAUKdsz
RGZHlY2TWaBn,smash coffee,,울산광역시 중구 반구동 776-7,울산광역시 중구 내황2길 26,010-5119-7693,35.5532247,129.3429967,59,4.9,4,"커피, 로스터리카페",반구동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260312091403562_photo_77e0ec990ee8.webp,https://www.diningcode.com/profile.php?rid=RGZHlY2TWaBn
30E9e3fdak6Z,고요림,,경상북도 영천시 임고면 양항리 565-11,경상북도 영천시 임고면 포은로 475 카페 고요림,0507-1360-4518,36.0188812,128.9741669,59,4.5,1,"카페, 로스터리카페",영천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250202022608691_photo_7099aa941d64.webp,https://www.diningcode.com/profile.php?rid=30E9e3fdak6Z
LURl8EkYDxNv,공감플랫폼,청계산점,서울특별시 서초구 신원동 193-8,서울특별시 서초구 청계산로 235,0507-1415-1663,37.4447189,127.0579255,59,5,1,"베이커리, 로스터리카페",청계산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250923040819_photo1_6e3ac7057705.webp,https://www.diningcode.com/profile.php?rid=LURl8EkYDxNv
eYcN5OnASCik,굿커피로스터스,,경기도 양평군 용문면 화전리 236-2,경기도 양평군 용문면 화전로 141 1층,0507-1382-2938,37.4746963,127.6098838,59,4,1,"커피, 로스터리카페",양평,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250727113750466_photo_546389d4462e.webp,https://www.diningcode.com/profile.php?rid=eYcN5OnASCik
qxKK1wxhTCln,나띵벗커피,,서울특별시 서대문구 대현동 27-17,서울특별시 서대문구 이화여대3길 42-19 1층 나띵벗커피,010-4072-7858,37.5582478,126.9433758,59,4.6,3,"커피, 로스터리카페",이대,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240609053908163_photo_2b1aa17e041c.webp,https://www.diningcode.com/profile.php?rid=qxKK1wxhTCln
62CVwO2aXcc1,나무와 같이,,광주광역시 서구 금호동 912-2,광주광역시 서구 화개1로 1 1층,0507-1480-7113,35.124637,126.8541536,59,5,2,"카페, 로스터리카페",광주서구,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241008012239094_photo_600c05575fd6.webp,https://www.diningcode.com/profile.php?rid=62CVwO2aXcc1
9Gb9JJbSGvMx,나쿠펜다,,경기도 수원시 영통구 영통동 1034-5,"경기도 수원시 영통구 반달로 94 1, 2층",031-202-8879,37.2521813,127.0782645,59,4,4,"커피, 로스터리카페",영통,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20231113114337912_photo_60df54d1ae48.webp,https://www.diningcode.com/profile.php?rid=9Gb9JJbSGvMx
VpAtp4WfE1e6,노넥 noneck coffee,,경기도 이천시 마장면 오천리 472-3,경기도 이천시 마장면 마장로91번길 37 1층 102호,0507-1310-7087,37.2486291,127.3591855,59,4.7,2,"카페, 로스터리카페",이천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250811122917254_photo_0c3ca2b9f240.webp,https://www.diningcode.com/profile.php?rid=VpAtp4WfE1e6
9XuexD4KKVWq,노프레임커피,,대전광역시 동구 용전동 163-23,대전광역시 동구 홍도로46번길 100 1층 노프레임 커피,0507-1386-8515,36.3542851,127.4294629,59,5,1,"커피, 로스터리카페",한남대,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260222080035_photo1_faa53a09de7e.webp,https://www.diningcode.com/profile.php?rid=9XuexD4KKVWq
EzRyT2L9PMfe,뉴노멀 커피 로스터스,,서울특별시 마포구 동교동 197-15,"서울특별시 마포구 월드컵북로6길 88 1층, 2층",0507-1362-8059,37.5601342,126.9227513,59,4,1,"커피, 로스터리카페",홍대,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250107114034_photo1_c40532783827.webp,https://www.diningcode.com/profile.php?rid=EzRyT2L9PMfe
4u2cqksj7xrx,다락,,울산시 중구 옥교동 234-1,울산광역시 중구 문화의거리 32,052-211-5516,35.5567755,129.3216424,59,5,1,"커피, 로스터리카페",울산중구,영업 전,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/noimage/1.jpg,https://www.diningcode.com/profile.php?rid=4u2cqksj7xrx
gTQ1zpcynqGm,데일리 로스터리카페,,대전광역시 유성구 신성동 125-7,대전광역시 유성구 신성남로 121-1 1층,042-383-2772,36.3914039,127.3514479,59,4.4,2,"커피, 로스터리카페",대전유성,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240227084337_photo1_AHrerzb52XzP.webp,https://www.diningcode.com/profile.php?rid=gTQ1zpcynqGm
zZ99Au3a3Bz4,델로니어스 커피 로스터스,,서울특별시 양천구 신정동 1000-11,서울특별시 양천구 목동로19길 33 1층 만고커피,0507-1358-2887,37.5246514,126.8608789,59,4,4,"커피, 로스터리카페",목동,확인필요,https://d12zq4w4guyljn.cloudfront.net/300_300_20220127111850_photo1_b2943ef9b91e.webp,https://www.diningcode.com/profile.php?rid=zZ99Au3a3Bz4
orPjIOErQoek,듀크 로스터리 앤드 도넛,,충청남도 천안시 동남구 신방동 1194,충청남도 천안시 동남구 통정1로 20 101호,0507-1377-1296,36.7756247,127.1289387,59,3.5,1,"도넛, 로스터리카페",천안,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250619125131205_photo_ad34dd7c692e.webp,https://www.diningcode.com/profile.php?rid=orPjIOErQoek
5s4JWhTdRjPb,드디어커피,,경기도 파주시 오도동 12-1,경기도 파주시 교하로 1229-36,070-4151-1635,37.746567,126.7299342,59,5,1,"카페, 로스터리카페",파주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251108050928447_photo_b63748fd5e91.webp,https://www.diningcode.com/profile.php?rid=5s4JWhTdRjPb
3uIwijmbSoqm,디게스커피,,경기도 안산시 상록구 이동 521-16,경기도 안산시 상록구 도매시장로1길 13 1층,010-5855-6099,37.3103479,126.8580102,59,4.1,3,"커피, 로스터리카페",안산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251208123024_photo1_b4bcae58b3a6.webp,https://www.diningcode.com/profile.php?rid=3uIwijmbSoqm
ik34co6yFnZu,라이다운 커피 로스터스,,부산광역시 부산진구 전포동 357-64,부산광역시 부산진구 동성로 21,0507-1363-3228,35.1523374,129.0682533,59,4.2,3,"카페, 로스터리카페",전포,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240305050136_photo1_7282f33db710.webp,https://www.diningcode.com/profile.php?rid=ik34co6yFnZu
mmpJv6ncfSEC,라이크니스,,경북 예천군 호명읍 산합리 1421,경상북도 예천군 호명읍 새움3로 48 108호,054-652-6365,36.5761409,128.4916733,59,3.2,3,"카페, 로스터리카페",예천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250122115615_photo1_05f06ed1e20e.jpg,https://www.diningcode.com/profile.php?rid=mmpJv6ncfSEC
SmRYPspCXozA,라제스,,광주광역시 서구 풍암동 926-2,광주광역시 서구 풍금로 5 1층 라제스,0507-2087-1299,35.1206785,126.8658681,59,3.7,2,"커피, 로스터리카페",풍암동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250205223159_photo1_53fc94314dc8.webp,https://www.diningcode.com/profile.php?rid=SmRYPspCXozA
Ss2UrjN4Jd1T,라트 커피,,서울특별시 노원구 중계동 360-9,서울특별시 노원구 한글비석로 245 두타빌상가 B동 1층 124호 LATT COFFEE,0507-1315-3505,37.6500679,127.0763063,59,3.9,4,"커피, 로스터리카페",중계,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20230901100724_photo1_bb003c580b4d.webp,https://www.diningcode.com/profile.php?rid=Ss2UrjN4Jd1T
fb8kizZWucso,러프빵집,,대전광역시 유성구 관평동 1262,대전광역시 유성구 관들5길 77-33 1층 103호,042-935-5884,36.4227378,127.3922034,59,4.7,2,"커피, 로스터리카페",대전관평동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20180806093712_photo1_ttoi890qFdpR.webp,https://www.diningcode.com/profile.php?rid=fb8kizZWucso
Oy0Y5wx7gI7y,로스터리카페 미루,,부산광역시 강서구 명지동 3175-17,부산광역시 강서구 새진목길 58,0507-1331-0757,35.1150922,128.9222407,59,3.7,2,"핸드드립커피, 로스터리카페",명지,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260215062855917_photo_43fde11766ba.webp,https://www.diningcode.com/profile.php?rid=Oy0Y5wx7gI7y
xHbP79SS1SLU,로스터릭 하늘물,공원점,경기도 양주시 광사동 670-2,경기도 양주시 고읍남로191번길 86-29 1층,0507-1424-0327,37.7928039,127.0793552,59,4.4,2,"커피, 로스터리카페",양주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260330095755_photo1_7e1e21389c65.webp,https://www.diningcode.com/profile.php?rid=xHbP79SS1SLU
W8Q9jY98zSj6,리아커피랩,,경상북도 김천시 율곡동 1118,경상북도 김천시 혁신로 288-2 103호,0507-1358-3736,36.1255598,128.1814848,59,4.4,4,"카페, 로스터리카페",김천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20220828020504_photo1_wCZqmADXu9L7.webp,https://www.diningcode.com/profile.php?rid=W8Q9jY98zSj6
orYeFHRYDbfp,리틀케이로스터리,,전라북도 전주시 덕진구 만성동 1355-10,전라북도 전주시 덕진구 만성북2길 20,010-5839-2835,35.8486141,127.0765716,59,4.4,2,"커피, 로스터리카페",전주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20230402084556057_photo_2f7611ecaa63.webp,https://www.diningcode.com/profile.php?rid=orYeFHRYDbfp
l1F1f2V5HEQF,모나크,,서울특별시 중랑구 망우동 489-4 1층 모나크,서울특별시 중랑구 신내로1길 9 1층 모나크,070-7818-7900,37.5995921,127.0965698,59,4.1,4,"카페, 로스터리카페",망우동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240305085539_photo1_63caa54da40d.webp,https://www.diningcode.com/profile.php?rid=l1F1f2V5HEQF
l2i7Q5AGvTRF,무시로커피랩,,경기도 시흥시 산현동 507,경기도 시흥시 산현마을길 12-2 1층,,37.3761161,126.8441019,59,5,1,"커피, 로스터리카페",물왕저수지,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241106092611510_photo_fec4d5da9065.webp,https://www.diningcode.com/profile.php?rid=l2i7Q5AGvTRF
OdvbSw5GKhG0,바까날레,,충청남도 서산시 동문동 192-5,충청남도 서산시 율지19길 47-1 (동문동),041-667-9198,36.7786511,126.4669271,59,5,2,"커피, 로스터리카페",서산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250305115057581_photo_bb4888e1e60d.webp,https://www.diningcode.com/profile.php?rid=OdvbSw5GKhG0
RhsivxiLLWqi,바다에내리는눈,,강원특별자치도 원주시 단계동 929,강원도 원주시 이화2길 45 1층,0507-1470-2205,37.3395405,127.9327664,59,4.5,1,"카페, 로스터리카페",원주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250817071305_photo1_aef24f3f2583.webp,https://www.diningcode.com/profile.php?rid=RhsivxiLLWqi
4ZWI4gBrdtUr,바이트 커피 로스터스,,경기도 파주시 탄현면 성동리 124-71,경기도 파주시 탄현면 새오리로161번길 15-2 1층 일부,0507-1488-2586,37.7974052,126.6863809,59,4.6,2,"핸드드립, 로스터리카페",파주,오늘 휴무,https://d12zq4w4guyljn.cloudfront.net/300_300_20250816125006_photo1_7a38736fd26c.webp,https://www.diningcode.com/profile.php?rid=4ZWI4gBrdtUr
sjFdu8qluuIh,반코플라노,,경기도 수원시 장안구 송죽동 451-6,경기도 수원시 장안구 경수대로983번길 12 1층,0507-1338-5204,37.3044924,127.0032428,59,4.1,3,"커피, 로스터리카페",수원,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240604122513_photo1_685b5c22c8d4.webp,https://www.diningcode.com/profile.php?rid=sjFdu8qluuIh
Y7KdBK3HCAvN,범고래다방,,부산광역시 기장군 기장읍 연화리 357-2,부산광역시 기장군 기장읍 연화1길 53,0507-1412-2570,35.2146663,129.2230188,59,4.3,7,"카페, 로스터리카페",기장,오늘 휴무,https://d12zq4w4guyljn.cloudfront.net/300_300_20220816082126_photo1_836e761c0fca.webp,https://www.diningcode.com/profile.php?rid=Y7KdBK3HCAvN
bxbRCwLuDSC9,베리앙,,경남 창원시 의창구 북면 신촌리 1533-7,경상남도 창원시 의창구 북면 천주로1184번길 84,0507-1305-1120,35.3490208,128.6098232,59,4.4,6,"커피, 로스터리카페",창원,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250911105719645_photo_8433677f62db.webp,https://www.diningcode.com/profile.php?rid=bxbRCwLuDSC9
UYT8m0hu8xeW,뵈뵈카페,,부산광역시 동래구 안락동 454-33,부산광역시 동래구 충렬대로433번길 52 1층,010-3543-7755,35.1987602,129.1060888,59,4,3,"와플, 로스터리카페",안락동,확인필요,https://d12zq4w4guyljn.cloudfront.net/300_300_20231226221556_photo1_279793ddd70f.webp,https://www.diningcode.com/profile.php?rid=UYT8m0hu8xeW
8LuMQe209ciu,블랙쉽,로스터리,경상남도 창원시 성산구 신월동 67-3,경상남도 창원시 성산구 신월로 24,0507-1473-9320,35.2294467,128.6908175,59,4,1,"핸드드립, 로스터리카페",창원,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260216032107207_photo_.webp,https://www.diningcode.com/profile.php?rid=8LuMQe209ciu
vstm7JsgnYP1,비반트,,서울특별시 동대문구 회기동 16-38,서울특별시 동대문구 회기로21길 33,010-5575-7789,37.5928229,127.0529593,59,4.3,2,"커피, 로스터리카페",경희대,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20191202123250_photo1_619d0e463c75.webp,https://www.diningcode.com/profile.php?rid=vstm7JsgnYP1
PJ0zCJbdefkV,삼례로스터리카페,,전북특별자치도 완주군 삼례읍 후정리 247-1,전북 완주군 삼례읍 삼례역로 81-13 삼례문화예술촌 카페 삼례로,063-291-6419,35.9056425,127.0661079,59,5,2,"카페, 로스터리카페",삼례,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260228024628983_photo_cd99347809b6.webp,https://www.diningcode.com/profile.php?rid=PJ0zCJbdefkV
D2szlSZIfrPP,선인장 로스터즈,,경상북도 포항시 북구 흥해읍 초곡리 1194,경북 포항시 북구 흥해읍 초곡지구로52번길 21 선인장 로스터즈,010-7178-0262,36.0968227,129.3374407,59,5,1,"커피, 로스터리카페",포항,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250117112600_photo1_980032ac61c2.webp,https://www.diningcode.com/profile.php?rid=D2szlSZIfrPP
7fGV850WLZVE,세이버스커피,,서울특별시 성북구 하월곡동 230,서울특별시 성북구 종암로 167 상가 1층 122호 세이버스커피,0507-1440-0895,37.6053234,127.0310897,59,4.4,2,"카페, 로스터리카페",하월곡동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240525025304_photo1_73c904dea5b7.webp,https://www.diningcode.com/profile.php?rid=7fGV850WLZVE
CRl3T1m7fkcG,스넬 커피로스터스,,강원특별자치도 춘천시 조양동 6-179 1층,강원도 춘천시 아침길 17-12 1층,070-7677-1712,37.8805046,127.730488,59,4,2,"핸드드립, 로스터리카페",춘천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240630094808_photo1_AY3vP9Gv91m4.webp,https://www.diningcode.com/profile.php?rid=CRl3T1m7fkcG
1ctHrxe3mTiV,스펠,봉무점,대구광역시 동구 봉무동 1553-1,대구광역시 동구 팔공로50길 10 1층 109호,0507-2085-4555,35.9210335,128.6425223,59,5,1,"커피, 로스터리카페",이시아폴리스,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260420090805_photo1_4d6915a0af57.webp,https://www.diningcode.com/profile.php?rid=1ctHrxe3mTiV
ForCdAFvmSrS,신촌브루,,전라남도 고흥군 금산면 신촌리 677-23,전라남도 고흥군 금산면 대신로 122 1층,0507-1360-0526,34.4660159,127.1129207,59,5,1,"카페, 로스터리카페",고흥,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250706082614631_photo_e0d65d3a29cf.webp,https://www.diningcode.com/profile.php?rid=ForCdAFvmSrS
wG3LGNNms0fs,아일랜드조르바,,제주 제주시 구좌읍 평대리 1958-7,제주특별자치도 제주시 구좌읍 대수길 9,0507-1404-2901,33.5355739,126.8391405,59,4.4,4,"커피, 로스터리카페",평대리,오늘 휴무,https://d12zq4w4guyljn.cloudfront.net/300_300_20231231122015646_photo_8de4c3974a4b.webp,https://www.diningcode.com/profile.php?rid=wG3LGNNms0fs
bLAO0P7p3LmY,아헤커피,,경기도 시흥시 대야동 693,경기도 시흥시 수인로3312번길 16 T동 T137호,0507-1394-1484,37.4412511,126.7891597,59,5,1,"카페, 로스터리카페",시흥,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241012092057_photo1_5611f333ba7a.webp,https://www.diningcode.com/profile.php?rid=bLAO0P7p3LmY
hAsA4yU04H36,알바트로스커피로스터스,,경기도 여주시 세종대왕면 왕대리 71-59,경기도 여주시 세종대왕면 영릉로 489-3,0507-1449-8816,37.3211322,127.6102106,59,5,1,로스터리카페,여주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251221063127826_photo_15c6130a88cf.webp,https://www.diningcode.com/profile.php?rid=hAsA4yU04H36
LzVjU6vXWY1p,언피니시커피랩,,경상남도 창원시 마산회원구 합성동 323-7,경상남도 창원시 마산회원구 합성남7길 73 1층,0507-1385-0789,35.2405559,128.5866168,59,5,1,로스터리카페,마산합성동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250210120147_photo1_980032ac61c2.webp,https://www.diningcode.com/profile.php?rid=LzVjU6vXWY1p
qWuJ9VoFsWL0,엘마르,,경기도 광주시 퇴촌면 도수리 620,경기도 광주시 퇴촌면 천진암로 377-3 Cafe ELMAR,031-762-3600,37.4723696,127.3138802,59,3.4,3,"카페, 로스터리카페",퇴촌,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240718090345_photo1_963ecc97a4b4.webp,https://www.diningcode.com/profile.php?rid=qWuJ9VoFsWL0
mkO8ftAjL13e,엘스로스터리,,울산광역시 중구 유곡동 482-1,울산광역시 중구 종가5길 77 1층,0507-1367-8503,35.5592079,129.2952008,59,4.8,6,"커피, 로스터리카페",울산중구,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250826124053256_photo_68a9adc94b32.webp,https://www.diningcode.com/profile.php?rid=mkO8ftAjL13e
Ht3eMrfF9Kj6,영화104,,서울특별시 성동구 성수동1가 656-968 1층 오른쪽 카페,서울특별시 성동구 왕십리로 104 1층 오른쪽 카페,0507-1355-4808,37.5467856,127.0448691,59,3.7,2,"카페, 로스터리카페",성수,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241001091400_photo1_9d91752b6094.webp,https://www.diningcode.com/profile.php?rid=Ht3eMrfF9Kj6
FlBfovPQKRSf,오버띵크커피바,,부산광역시 해운대구 중동 141-3,부산광역시 해운대구 대천로42번길 10 2층,0507-1416-0308,35.170645,129.1702969,59,5,1,"커피, 로스터리카페",해운대,오늘 휴무,https://d12zq4w4guyljn.cloudfront.net/300_300_20250414053531_photo1_a56dfdd4c71d.webp,https://www.diningcode.com/profile.php?rid=FlBfovPQKRSf
g0gHdwf3JfLM,오픈커피,의왕점,경기도 의왕시 포일동 659,경기도 의왕시 안양판교로 107,0507-1385-5504,37.3951518,126.9858852,59,4,1,"카페, 로스터리카페",의왕,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260121075216305_photo_718635776cf8.webp,https://www.diningcode.com/profile.php?rid=g0gHdwf3JfLM
bSSh1yCiq1Cd,오피카,,서울특별시 구로구 구로동 197-12,서울특별시 구로구 디지털로31길 61 1층 102호,0507-1406-7185,37.4860718,126.8916104,59,3,1,"카페, 로스터리카페",구로디지털단지,영업 전,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/noimage/1.jpg,https://www.diningcode.com/profile.php?rid=bSSh1yCiq1Cd
j7zf2fqZXenh,원아우어,,경기 과천시 중앙동 38,경기 과천시 관문로 92 B동 1층 B121호,0507-1319-4035,37.4301402,126.9907105,59,4.7,2,"커피, 로스터리카페",과천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251002084151_photo1_0dd9988cf38e.webp,https://www.diningcode.com/profile.php?rid=j7zf2fqZXenh
T13eLGrl96Z1,원츠빈,,충청북도 충주시 지현동 1555,충청북도 충주시 예성로 56 1층,0507-1327-0960,36.9621514,127.9324379,59,5,1,"핸드드립, 로스터리카페",충주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250320065544_photo1_2d5b6e0f50a0.webp,https://www.diningcode.com/profile.php?rid=T13eLGrl96Z1
ED83Lk1B4qei,웰씨커피,,울산광역시 남구 달동 1376-4,울산광역시 남구 도산로119번길 22-24 1층 웰씨커피,0507-1381-8878,35.5325805,129.3281743,59,5,3,"카페, 로스터리카페",울산달동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251124001359_photo1_5b91e69ea3e0.webp,https://www.diningcode.com/profile.php?rid=ED83Lk1B4qei
P4Ll3XCQSjLh,제이앤지로스터리카페,,경상남도 김해시 진영읍 진영리 377-11,경상남도 김해시 진영읍 진영산복로 55 2층 J&G Roastery Cafe,0507-1318-2148,35.3026003,128.7244075,59,4,1,"카페, 로스터리카페",진영,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250130081707_photo1_ca5ade8c511b.webp,https://www.diningcode.com/profile.php?rid=P4Ll3XCQSjLh
vtHDuEbGqjBV,제이클레프,,서울특별시 강서구 방화동 614-8,서울특별시 강서구 개화동로27길 55 1층 104호,0507-1350-1316,37.5647208,126.809747,59,5,1,"커피, 로스터리카페",방화동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250331125219_photo1_aa9e2a46696c.webp,https://www.diningcode.com/profile.php?rid=vtHDuEbGqjBV
